"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"SSB2","YNL209W;YDL229W","SSB2",18,18,18,51.9,66.594,613,29.0217074602142,29.954213797033,29.5473637067464,29.2513761482348,28.7072117691614,28.7231222027128,28.9115938695629,28.6559118810359,28.6955776017743,28.8155253400004,28.5035486895119,29.0217074602142,29.954213797033,29.5473637067464,29.2513761482348,28.7072117691614,28.7231222027128,28.9115938695629,28.6559118810359,28.6955776017743,28.8155253400004,28.5035486895119,29.4436652780571,28.7806426138124,28.6676408780806,4,3,4,0.0404434458066941,0.276253775765919,1.39315184934513,0.558691777440417,0.66302266424476,0.113001735731743,FALSE,FALSE
"MRH1","YDR033W;YBR054W","MRH1",3,3,3,13.4,36.19,320,NA,NA,NA,NA,23.3113281387721,23.0009442196632,23.1932197294993,23.3745120651729,23.3992393244891,23.3572964073692,22.8511756162325,23.7675588104078,21.3322475771729,21.6924172479125,21.4446295992959,23.3113281387721,23.0009442196632,23.1932197294993,23.3745120651729,23.3992393244891,23.3572964073692,22.8511756162325,22.0592133086973,23.1684973626449,23.2455558533159,0,3,4,0.14813958199894,0.650540344017636,0.829328885118541,0.186725764988748,-1.10928405394759,-0.0770584906710781,FALSE,FALSE
"TPI1","YDR050C","TPI1",4,4,4,28.6,26.795,248,NA,26.1713675583985,24.9868943934974,24.7727366128728,22.8895017353414,24.4386020267541,23.2810753916858,23.4002822052002,23.9604028984431,25.3510400436067,NA,23.8789772504013,26.1713675583985,24.9868943934974,24.7727366128728,22.8895017353414,24.4386020267541,23.2810753916858,23.4002822052002,23.9604028984431,25.3510400436067,19.5656885793723,24.9524939537925,23.5363930512605,23.0693534316556,3,3,3,0.0875625638075169,0.742677067787476,1.05768153089629,0.129199985922987,1.41610090253206,0.467039619604893,FALSE,FALSE
"RPS13","YDR064W","RPS13",4,4,4,38.4,17.029,151,NA,26.0926903723079,25.7936727595312,25.5127691512491,28.1091376016445,27.8931918976111,27.9764544327222,27.2701712596768,27.3137170225284,26.9078176281565,27.2401806389321,23.7330459159813,26.0926903723079,25.7936727595312,25.5127691512491,28.1091376016445,27.8931918976111,27.9764544327222,27.2701712596768,27.3137170225284,26.9078176281565,27.2401806389321,25.2830445497674,27.992927977326,27.1829716373235,3,3,4,0.0137996673097416,0.000904253456769242,1.86013138369189,3.04370982234745,-2.70988342755857,0.809956340002493,FALSE,FALSE
"ARX1","YDR101C","ARX1",2,2,2,4,65.212,593,NA,22.2816131351869,NA,22.2122873829422,22.5300528825976,22.5621837196152,22.652569295863,22.6969760134495,22.3918393300767,NA,21.9476369379518,23.744477278839,22.2816131351869,21.6097700536846,22.2122873829422,22.5300528825976,22.5621837196152,22.652569295863,22.6969760134495,22.3918393300767,21.3008276278222,21.9476369379518,22.4620369626632,22.5816019660253,22.0843199773251,2,3,3,0.809446273164364,0.199280862174574,0.0918119721639739,0.700534406523087,-0.119565003362119,0.497281988700212,FALSE,FALSE
"MSS116","YDR194C","MSS116",3,3,3,5.9,76.268,664,NA,23.5100242911037,23.2010954999016,23.1664990171034,NA,23.4498519070943,23.2274825693653,NA,NA,NA,NA,23.7382849397514,23.5100242911037,23.2010954999016,23.1664990171034,20.8267698004858,23.4498519070943,23.2274825693653,21.3855431868753,21.4434124963063,21.5163180917476,20.3931677629805,23.403975936965,22.5013680923151,21.1846103844774,3,2,0,0.395087763913796,0.253031967264188,0.403306420450185,0.596824607956905,0.902607844649889,1.3167577078377,FALSE,FALSE
"AHA1","YDR214W","AHA1",4,4,4,15.4,39.435,350,NA,23.5259976855336,23.5510989628635,23.4058748096126,23.1135298008952,23.2807922882624,23.2492344239409,NA,NA,NA,NA,23.7241059800593,23.5259976855336,23.5510989628635,23.4058748096126,23.1135298008952,23.2807922882624,23.2492344239409,21.6069183227457,21.4565387043314,21.6096093065109,20.1315244482028,23.5517693595173,23.2145188376995,21.2011476954477,3,3,0,0.00986834764443311,0.0103030570958067,2.00575555948636,1.987033893465,0.337250521817726,2.01337114225183,FALSE,TRUE
"PCF11","YDR228C","PCF11",29,29,29,61.5,71.897,626,31.4881704172992,31.9406273574058,32.2139620383141,32.1424833853981,31.2492072931186,31.426674079332,31.295320060204,NA,NA,NA,NA,31.4881704172992,31.9406273574058,32.2139620383141,32.1424833853981,31.2492072931186,31.426674079332,31.295320060204,21.7281567827156,21.5046842412193,21.5655786893706,20.5883470550015,31.9463107996043,31.3237338108849,21.3466916920768,4,3,0,0.0265262499930385,2.02265560994843e-05,1.57632414174187,4.69407805664164,0.62257698871943,9.97704211880811,FALSE,TRUE
"SEC26","YDR238C","SEC26",4,4,4,5.7,109.02,973,NA,22.400855468418,22.1713637403763,NA,22.2941226186749,22.5045309768374,22.6248659428452,22.0586735344636,22.2406865354891,22.3488405146677,21.720296036064,23.763985491775,22.400855468418,22.1713637403763,21.325108988899,22.2941226186749,22.5045309768374,22.6248659428452,22.0586735344636,22.2406865354891,22.3488405146677,21.720296036064,22.4153284223671,22.4745065127859,22.0921241551711,2,3,4,0.915273791520673,0.0731901780117418,0.0384489732993654,1.13554719655786,-0.0591780904187758,0.38238235761477,FALSE,FALSE
"CFT1","YDR301W","CFT1",15,15,15,15.3,153.4,1357,26.6687144891004,26.7306558753982,26.8083310601057,26.7649647034874,25.610485556004,26.0818439029795,25.8452239468111,NA,NA,NA,NA,26.6687144891004,26.7306558753982,26.8083310601057,26.7649647034874,25.610485556004,26.0818439029795,25.8452239468111,21.7040351052099,21.509262778574,21.5387983311311,20.7675711594383,26.7431665320229,25.8458511352649,21.3799168435883,4,3,0,0.0184555885569466,1.40345159964137e-05,1.73387210040284,4.85280256013758,0.897315396758032,4.46593429167656,FALSE,TRUE
"BCS1","YDR375C","BCS1",9,9,9,26.1,51.107,456,25.1926103800253,25.5768955580606,25.6527771525598,25.4276154099469,24.5412644421869,24.7715281568137,24.852052437535,24.3319015560791,24.3918524378002,24.1894089512429,24.3473272358467,25.1926103800253,25.5768955580606,25.6527771525598,25.4276154099469,24.5412644421869,24.7715281568137,24.852052437535,24.3319015560791,24.3918524378002,24.1894089512429,24.3473272358467,25.4624746251482,24.7216150121786,24.3151225452422,4,3,4,0.00311328174667139,0.0310187725454779,2.5067815746314,1.50837539179878,0.740859612969608,0.406492466936324,FALSE,FALSE
"YRA1","YDR381W","YRA1",3,3,3,13.3,24.955,226,NA,24.0272398627248,23.280225914699,22.8508705099523,NA,NA,NA,22.3448647672763,NA,NA,22.5413471665429,23.7029809320808,24.0272398627248,23.280225914699,22.8508705099523,20.9480251360372,21.0087463495041,21.4858295981478,22.3448647672763,21.6739076499482,21.3719922974286,22.5413471665429,23.4653293048642,21.147533694563,21.983027970299,3,0,2,0.000754900993373138,0.0524641554071039,3.12211000314065,1.28013731422404,2.31779561030121,-0.835494275735954,TRUE,FALSE
"RPP2B","YDR382W","RPP2B",2,2,2,38.2,11.05,110,NA,NA,NA,NA,NA,NA,NA,23.0948418628941,NA,NA,22.1927984783112,23.7604346320234,21.5738323948529,21.8535056660248,21.5322174919835,21.1906790825629,20.7261790848501,21.2518082916479,23.0948418628941,21.5312922697716,21.6325477008679,22.1927984783112,22.1799975462212,21.0562221530203,22.1128700779612,0,0,2,0.122380435664573,0.0534568469749661,0.912288005082961,1.27199666065162,1.12377539320087,-1.0566479249409,NA,FALSE
"EFT1","YOR133W;YDR385W","EFT1",22,22,22,33,93.288,842,27.1483144275195,28.8645804964252,27.4746777438081,27.4292607631368,26.7139771342515,26.7386658442624,26.6788216835911,26.2549926843901,26.4894381213938,27.1293750001618,26.2268691544009,27.1483144275195,28.8645804964252,27.4746777438081,27.4292607631368,26.7139771342515,26.7386658442624,26.6788216835911,26.2549926843901,26.4894381213938,27.1293750001618,26.2268691544009,27.7292083577224,26.7104882207017,26.5251687400867,4,3,4,0.0772311010452583,0.442763821720736,1.11220777359784,0.353827872592202,1.01872013702069,0.185319480615028,FALSE,FALSE
"RPL12A","YEL054C;YDR418W","RPL12A",7,7,7,62.4,17.822,165,27.5337106600222,27.2008822956722,27.3533809469421,27.2294019377352,28.903514412412,28.6197139513661,28.9124507295043,28.7500229276288,28.0933555013228,28.0632712227462,28.3223824015125,27.5337106600222,27.2008822956722,27.3533809469421,27.2294019377352,28.903514412412,28.6197139513661,28.9124507295043,28.7500229276288,28.0933555013228,28.0632712227462,28.3223824015125,27.3293439600929,28.8118930310941,28.3072580133026,4,3,4,0.0002061707241219,0.0448303573542892,3.68577300372261,1.34842779924758,-1.48254907100119,0.504635017791507,FALSE,FALSE
"RPS17A","YML024W;YDR447C","RPS17A",7,7,7,64.7,15.788,136,NA,22.3924159572831,21.1679081084925,21.6018650734317,28.8677647993757,28.4319324583057,28.5581902216825,27.8826784015658,28.0661489057053,26.6436140178779,28.2124321142878,23.7310086042421,22.3924159572831,21.1679081084925,21.6018650734317,28.8677647993757,28.4319324583057,28.5581902216825,27.8826784015658,28.0661489057053,26.6436140178779,28.2124321142878,22.2232994358623,28.6192958264547,27.7012183598592,3,3,4,0.000992099580258961,0.078393916151529,3.00344473410946,1.10571763992196,-6.39599639059233,0.918077466595463,FALSE,FALSE
"RPS18B","YML026C;YDR450W","RPS18B",8,8,8,74.7,17.037,146,27.5132964107787,27.773918912738,27.6355413351163,27.7654706459933,29.4966325562235,29.0696611415887,29.2988085702403,29.1608680780351,28.8583982477205,28.4434793179951,28.8823868832394,27.5132964107787,27.773918912738,27.6355413351163,27.7654706459933,29.4966325562235,29.0696611415887,29.2988085702403,29.1608680780351,28.8583982477205,28.4434793179951,28.8823868832394,27.6720568261566,29.2883674226842,28.8362831317475,4,3,4,0.00133594109090709,0.065754674478424,2.87421269190392,1.18207336788727,-1.61631059652759,0.452084290936654,FALSE,FALSE
"RPL37B","YDR500C","RPL37B",3,2,2,30.7,9.8682,88,NA,NA,NA,NA,21.6031336954952,NA,NA,22.4687155129417,21.2632164666454,21.2464970674923,21.6162078002154,23.7358251776778,21.4940981405616,21.5882296016364,21.3811217133695,21.6031336954952,20.7764616757816,21.2150579549101,22.4687155129417,21.2632164666454,21.2464970674923,21.6162078002154,22.0498186583114,21.1982177753956,21.6486592118237,0,1,4,0.236838583534122,0.281031172477546,0.625547544977109,0.551245504706571,0.851600882915729,-0.450441436428076,NA,FALSE
"GCD11","YER025W","GCD11",3,3,3,8.7,57.865,527,NA,24.9128275867142,23.7113535746253,NA,NA,23.2343847635111,NA,NA,22.8421093707253,NA,22.7762354220237,23.8329057974731,24.9128275867142,23.7113535746253,21.6309655429793,21.0892583851866,23.2343847635111,21.4368785280617,21.4386167933188,22.8421093707253,21.7863532780849,22.7762354220237,23.522013125448,21.9201738922531,22.2108287160382,2,1,2,0.156074867442121,0.724180504604881,0.806667025252541,0.140153170842518,1.60183923319484,-0.290654823785058,FALSE,FALSE
"ARB1","YER036C","ARB1",2,2,2,3.9,68.376,610,NA,23.5845139002296,22.702651253726,22.7806070462202,22.0142371002958,21.9131655324816,NA,NA,NA,NA,NA,23.8864304381451,23.5845139002296,22.702651253726,22.7806070462202,22.0142371002958,21.9131655324816,21.1050029007749,21.5207541554687,21.7175743377156,21.6665610455009,20.8121805021107,23.2385506595802,21.6774685111841,21.429267510199,3,2,0,0.0134831807894103,0.52468722373479,1.87020764219724,0.280099510852233,1.56108214839611,0.248201000985119,TRUE,FALSE
"SAH1","YER043C","SAH1",7,7,7,21.2,49.125,449,NA,26.1122535211135,22.8246006505873,23.5802640889074,NA,22.2708485059993,21.7277509800442,NA,22.3358995123882,NA,NA,23.7491288923664,26.1122535211135,22.8246006505873,23.5802640889074,21.2012492660427,22.2708485059993,21.7277509800442,21.6991086428645,22.3358995123882,21.3589820900473,20.2541433147227,24.0665617882437,21.7332829173621,21.4120333900057,3,2,1,0.0392324193224606,0.574226247860309,1.40635490966303,0.240916959801269,2.33327887088162,0.321249527356375,TRUE,FALSE
"ALD5","YER073W","ALD5",3,3,3,6.9,56.692,520,NA,23.1193679818489,22.5576805801828,NA,NA,NA,NA,NA,NA,NA,NA,23.8849555466662,23.1193679818489,22.5576805801828,21.3135171299259,21.0042758180969,20.9379165361869,21.2398224949582,21.7789559718956,21.3732225888738,21.4170668164499,20.4162402317747,22.7188803096559,21.060671616414,21.2463714022485,2,0,0,0.0529477264976461,0.579595872055203,1.27615268316225,0.236874716282352,1.65820869324193,-0.18569978583449,FALSE,NA
"RPS24B","YIL069C;YER074W","RPS24B",7,7,7,61.5,15.329,135,25.6941565739706,25.4790183984681,24.7777108218873,23.3481381183266,28.9694449307863,28.2812257677866,28.7465354890643,28.7370867508563,27.8443381748565,27.5849152620464,27.9157591412171,25.6941565739706,25.4790183984681,24.7777108218873,23.3481381183266,28.9694449307863,28.2812257677866,28.7465354890643,28.7370867508563,27.8443381748565,27.5849152620464,27.9157591412171,24.8247559781632,28.6657353958791,28.0205248322441,4,3,4,0.00292295611393188,0.100852863175751,2.53417770521057,0.996311767815336,-3.84097941771588,0.645210563635004,FALSE,FALSE
"KAP123","YER110C","KAP123",2,2,2,1.7,122.6,1113,NA,23.1046960028048,22.7813477059587,22.6339158223513,22.2041293085526,22.65887915219,22.5475027124574,NA,NA,NA,NA,23.8385337851583,23.1046960028048,22.7813477059587,22.6339158223513,22.2041293085526,22.65887915219,22.5475027124574,21.3623417394671,21.425790084276,21.3184314350094,20.7269207181188,23.0896233290683,22.4701703910667,21.2083709942178,3,3,0,0.103596392321056,0.00192359551592879,0.984655368358536,2.71588624397588,0.619452938001604,1.26179939684884,FALSE,TRUE
"PAB1","YER165W","PAB1",17,17,17,33.4,64.343,577,25.1919330230632,28.3959101020853,28.2446783456201,28.3058690820856,21.5852706607176,21.0839467147252,21.5415126010259,21.7225490740662,24.826919667499,23.0055087366482,22.2077674343564,25.1919330230632,28.3959101020853,28.2446783456201,28.3058690820856,21.5852706607176,21.0839467147252,21.5415126010259,21.7225490740662,24.826919667499,23.0055087366482,22.2077674343564,27.5345976382135,21.4035766588229,22.9406862281424,4,3,4,0.0034378061878576,0.107058353987905,2.4637186110453,0.970379438137954,6.13102097939063,-1.53710956931954,TRUE,FALSE
"BMH1","YER177W;YDR099W","BMH1",2,2,2,13.1,30.091,267,NA,23.3563563221336,NA,NA,22.4047580217631,22.2841576214072,NA,NA,NA,NA,NA,23.795003000698,23.3563563221336,21.6076108323893,21.316630220445,22.4047580217631,22.2841576214072,21.3296013272566,21.6841557128416,21.4346641302785,21.5890823405803,20.6006960210503,22.5189000939165,22.0061723234756,21.3271495511876,1,2,0,0.504308544068248,0.182786389603964,0.29730367389865,0.73805614525402,0.512727770440851,0.679022772287983,FALSE,FALSE
"ACT1","YFL039C","ACT1",2,2,2,5.1,41.689,375,NA,NA,NA,NA,23.6604686350283,NA,NA,24.7511345753327,NA,NA,22.8147788042119,23.8906409381082,21.5902799599992,21.6746258184436,21.7281176179583,23.6604686350283,20.5716250413817,21.2236134791451,24.7511345753327,21.4601066057177,21.7329133644781,22.8147788042119,22.2209160836273,21.8185690518517,22.6897333374351,0,1,2,0.734633298153774,0.506390577827797,0.133929390615417,0.295514383629453,0.402347031775616,-0.871164285583394,NA,FALSE
"GCN20","YFR009W","GCN20",3,3,3,4.1,85.026,752,NA,23.6182931870703,23.3018723687505,23.2489884191589,22.2092558230584,22.8963368389982,22.5952319810992,NA,NA,NA,NA,23.7295306026992,23.6182931870703,23.3018723687505,23.2489884191589,22.2092558230584,22.8963368389982,22.5952319810992,21.4555015724058,21.6676261265646,21.5387311162814,20.1230929810959,23.4746711444197,22.5669415477186,21.1962379490869,3,3,0,0.0236764605241786,0.0245058235428044,1.62568322127813,1.61073069800401,0.907729596701103,1.37070359863168,FALSE,TRUE
"RPL2B","YIL018W;YFR031C-A","RPL2B",8,8,8,44.9,27.408,254,NA,23.8569034358148,22.9300709962188,22.7826079550329,27.77868857182,27.3421471183103,27.7817554069699,28.2285306481305,27.4119952745161,26.2628796704778,27.2881525879686,23.8755634516159,23.8569034358148,22.9300709962188,22.7826079550329,27.77868857182,27.3421471183103,27.7817554069699,28.2285306481305,27.4119952745161,26.2628796704778,27.2881525879686,23.3612864596706,27.6341970323667,27.2978895452732,3,3,4,0.00013158589471971,0.479516984636019,3.88079066219404,0.319196005379527,-4.27291057269613,0.336307487093496,FALSE,FALSE
"PMA1","YGL008C;YPL036W","PMA1",9,9,9,12.4,99.618,918,NA,25.6947145274736,25.1261284553468,24.0701373267312,25.4769809984783,25.2358605618576,25.7895993116989,25.9630519903385,25.5812415051327,26.1323985313343,25.508936969077,23.8738967725762,25.6947145274736,25.1261284553468,24.0701373267312,25.4769809984783,25.2358605618576,25.7895993116989,25.9630519903385,25.5812415051327,26.1323985313343,25.508936969077,24.691219270532,25.5008136240116,25.7964072489706,3,3,4,0.15870732455538,0.239855781899039,0.799403029511197,0.620049808085797,-0.809594353479643,-0.295593624959032,FALSE,FALSE
"TRP5","YGL026C","TRP5",2,2,2,3.4,76.625,707,NA,22.7642965875826,NA,21.9123981900748,21.4891011969748,NA,NA,NA,NA,NA,NA,23.7976926030678,22.7642965875826,21.6459119436507,21.9123981900748,21.4891011969748,20.5953636117836,21.2572384935581,21.6724446724556,21.3959985280654,21.7350708896872,20.3044073712326,22.530074831094,21.1139011007722,21.2769803653602,2,1,0,0.0564338102925432,0.718142001485842,1.2484606260872,0.143789672242197,1.41617373032182,-0.163079264588038,FALSE,NA
"RPL30","YGL030W","RPL30",3,3,3,39,11.415,105,NA,24.1813172844077,24.1276247411752,24.136804667174,26.6390657517416,26.5324775682157,26.8695014082913,26.1038160423988,25.9560877224281,25.6870971268374,25.959364010314,23.768206155156,24.1813172844077,24.1276247411752,24.136804667174,26.6390657517416,26.5324775682157,26.8695014082913,26.1038160423988,25.9560877224281,25.6870971268374,25.959364010314,24.0534882119782,26.6803482427495,25.9265912254946,3,3,4,1.20503799253575e-05,0.00328346195636894,4.91899926040154,2.48366801127368,-2.62686003077128,0.753757017254941,FALSE,FALSE
"RPL24A","YGL031C","RPL24A",8,8,2,44.5,17.613,155,23.9087568902309,22.9789848089243,22.296337082766,22.8735011876244,28.3639851940818,27.745990815891,27.8481646372164,27.6967054588916,27.1141615589731,27.2068550374081,27.5172822781023,23.9087568902309,22.9789848089243,22.296337082766,22.8735011876244,28.3639851940818,27.745990815891,27.8481646372164,27.6967054588916,27.1141615589731,27.2068550374081,27.5172822781023,23.0143949923864,27.9860468823964,27.3837510833438,4,3,4,9.17322248761914e-05,0.0641505960061138,4.037478072973,1.19279930435586,-4.97165189000996,0.60229579905258,FALSE,FALSE
"RNA15","YGL044C","RNA15",5,5,5,35.8,32.79,296,28.9350021519322,29.1651642808509,29.5862403962924,29.4250437853035,28.9278160675667,29.1716443380884,29.1520436377853,NA,NA,NA,NA,28.9350021519322,29.1651642808509,29.5862403962924,29.4250437853035,28.9278160675667,29.1716443380884,29.1520436377853,21.6637693598877,21.4821854208011,21.7121196845589,20.4960546100096,29.2778626535948,29.0838346811468,21.3385322688143,4,3,0,0.294469767667283,4.41071416238783e-05,0.530959286307257,4.35549108588969,0.194027972447977,7.74530241233244,FALSE,TRUE
"RPT6","YGL048C","RPT6",2,2,2,5.4,45.271,405,NA,NA,NA,NA,NA,NA,NA,21.4704046770656,21.6963393337113,NA,21.4233703689182,23.7737720862344,21.5913470202275,21.6546948138323,21.5610219012245,21.1358570281228,21.0809504814028,21.5053803135734,21.4704046770656,21.6963393337113,21.6007560689397,21.4233703689182,22.1452089553797,21.2407292743663,21.5477176121587,0,0,3,0.194654354823174,0.132042351395284,0.710735875765404,0.879286750405768,0.904479681013381,-0.306988337792379,NA,FALSE
"RPL7A","YGL076C","RPL7A",12,12,1,63.1,27.638,244,28.1543634721923,28.3376885202069,28.2828170244653,28.2128031539712,29.5239321647683,29.0567495366444,29.345175344307,29.4826423285277,28.8714415816321,28.7273485021345,28.948599649852,28.1543634721923,28.3376885202069,28.2828170244653,28.2128031539712,29.5239321647683,29.0567495366444,29.345175344307,29.4826423285277,28.8714415816321,28.7273485021345,28.948599649852,28.2469180427089,29.3086190152399,29.0075080155366,4,3,4,0.010893121782338,0.218053336615149,1.96284764103817,0.661437263439256,-1.06170097253096,0.301110999703287,FALSE,FALSE
"RPL28","YGL103W","RPL28",5,5,5,36.9,16.721,149,NA,24.1845745322148,24.8648107094807,NA,28.6391347719565,27.8755484836679,27.9191168282779,27.7986619401609,27.361268214106,26.9944242245302,27.6594890238874,23.7873558756249,24.1845745322148,24.8648107094807,21.606881428674,28.6391347719565,27.8755484836679,27.9191168282779,27.7986619401609,27.361268214106,26.9944242245302,27.6594890238874,23.6109056364986,28.1446000279674,27.4534608506711,2,3,4,0.00474762211828997,0.0876778029419845,2.32352385552883,1.05711034141134,-4.53369439146883,0.691139177296304,FALSE,FALSE
"RPS2","YGL123W","RPS2",10,10,10,57.9,27.449,254,24.5843992049129,22.53026725213,NA,NA,27.8175089296489,27.7165959315596,27.7584983353137,27.4071398906167,26.587492782408,23.849668526353,27.2962285411389,24.5843992049129,22.53026725213,21.8556289065784,21.6895399612308,27.8175089296489,27.7165959315596,27.7584983353137,27.4071398906167,26.587492782408,23.849668526353,27.2962285411389,22.664958831213,27.7642010655074,26.2851324351292,2,3,4,0.00456058859824019,0.173430601265773,2.34097910284624,0.760874270249022,-5.09924223429442,1.47906863037828,FALSE,FALSE
"RPL1A","YPL220W;YGL135W","RPL1A",12,12,12,60.8,24.485,217,27.8005145579665,28.0519619849166,27.9625115291148,28.0191374871924,28.8972085772682,28.3726037929943,28.8581017811964,28.4292607631368,28.0092922440729,27.9224100058412,27.937361516671,27.8005145579665,28.0519619849166,27.9625115291148,28.0191374871924,28.8972085772682,28.3726037929943,28.8581017811964,28.4292607631368,28.0092922440729,27.9224100058412,27.937361516671,27.9585313897976,28.709304717153,28.0745811324305,4,3,4,0.0360561077400898,0.0390747908894205,1.44302115720975,1.40810333744988,-0.750773327355386,0.634723584722494,FALSE,FALSE
"XRN1","YGL173C","XRN1",5,5,5,4.6,175.46,1528,NA,25.2130071851291,25.2234667653709,25.0216174560648,NA,NA,NA,NA,NA,NA,NA,23.813857378976,25.2130071851291,25.2234667653709,25.0216174560648,21.1162543759218,20.9508018747267,21.236251432982,21.7555283481636,21.5649538366408,21.2970674911232,20.0980619359014,24.8179871963852,21.1011025612102,21.1789029029572,3,0,0,0.00105189739098756,0.850347332065494,2.97802662206563,0.0704036465346996,3.71688463517503,-0.0778003417470927,TRUE,NA
"HXK2","YGL253W","HXK2",5,5,5,17.1,53.942,486,NA,25.9170462296413,22.9576780940287,23.0430339607444,NA,22.7627769906741,22.3946678366723,NA,NA,NA,NA,23.7862893045052,25.9170462296413,22.9576780940287,23.0430339607444,21.2472532932818,22.7627769906741,22.3946678366723,21.3882045663955,21.6413984072777,21.429332389966,19.76062380185,23.9260118972299,22.1348993735427,21.0548897913723,3,2,0,0.0845523634721182,0.151116873929936,1.07287424816615,0.820687038999808,1.79111252368717,1.08000958217041,FALSE,FALSE
"RPS25A","YGR027C","RPS25A",5,5,1,48.1,12.039,108,24.5266544465874,25.4607335962958,25.0040174193939,25.1315549360458,26.9541583183643,26.8414616530942,27.1104823539937,27.0599238412214,26.3638933183718,26.2849095058665,26.7489360071628,24.5266544465874,25.4607335962958,25.0040174193939,25.1315549360458,26.9541583183643,26.8414616530942,27.1104823539937,27.0599238412214,26.3638933183718,26.2849095058665,26.7489360071628,25.0307400995807,26.9687007751507,26.6144156681556,4,3,4,0.000844877803244206,0.144541158249332,3.07320609958799,0.840008469479102,-1.93796067557001,0.354285106995135,FALSE,FALSE
"RPL26B","YGR034W","RPL26B",7,7,1,67.7,14.235,127,27.2331562159274,27.4258241558692,27.3288581470258,27.3036500528587,29.4777492200798,29.0573952862684,29.1051957412978,28.8796145172535,28.7271537144422,28.3787758041044,28.819581154727,27.2331562159274,27.4258241558692,27.3288581470258,27.3036500528587,29.4777492200798,29.0573952862684,29.1051957412978,28.8796145172535,28.7271537144422,28.3787758041044,28.819581154727,27.3228721429202,29.2134467492153,28.7012812976318,4,3,4,0.00266549875035148,0.037632530940621,2.57422151674644,1.4244365726293,-1.89057460629509,0.512165451583559,FALSE,FALSE
"RPL11A","YPR102C;YGR085C","RPL11A",8,8,8,46.6,19.719,174,26.7650912057489,26.8846009465774,27.3386663447575,27.3369653541214,28.4636517108167,28.0279147683173,28.415021612294,28.4417393204759,27.7770586202685,27.6426504316309,28.0734202597722,26.7650912057489,26.8846009465774,27.3386663447575,27.3369653541214,28.4636517108167,28.0279147683173,28.415021612294,28.4417393204759,27.7770586202685,27.6426504316309,28.0734202597722,27.0813309628013,28.302196030476,27.9837171580369,4,3,4,0.00194879520007706,0.215384231540921,2.7102337987222,0.666786094935156,-1.2208650676747,0.318478872439119,FALSE,FALSE
"PIL1","YGR086C","PIL1",4,4,4,23.9,38.349,339,NA,NA,23.422395384237,23.3323797107335,23.3068860837562,23.6044464505217,23.7072512710632,23.6696878581068,23.6296758957291,23.3854811729681,23.4724637742605,23.718739407352,21.5258089199725,23.422395384237,23.3323797107335,23.3068860837562,23.6044464505217,23.7072512710632,23.6696878581068,23.6296758957291,23.3854811729681,23.4724637742605,22.9998308555738,23.5395279351137,23.5393271752661,2,3,4,0.362407647975046,0.998919330817641,0.440802645878467,0.000469582440022037,-0.539697079539966,0.000200759847626131,FALSE,FALSE
"NOP7","YGR103W","NOP7",3,3,3,5.5,69.876,605,NA,NA,NA,NA,22.0142371002958,21.4973119568611,21.7896689549632,NA,NA,NA,NA,23.8497304658126,21.5509921173008,21.4276449448897,21.2723733731431,22.0142371002958,21.4973119568611,21.7896689549632,21.5095693210107,21.5759508725942,21.4686849798405,20.8335943893452,22.0251852252865,21.7670726707067,21.3469498906976,0,3,0,0.706343162754662,0.125446621405862,0.150984254355625,0.901541030838408,0.258112554579832,0.420122780009063,FALSE,FALSE
"RPS23B","YPR132W;YGR118W","RPS23B",7,7,7,52.4,16.038,145,27.9912915696221,NA,NA,NA,27.8898892749383,27.6883917240571,27.8695602397742,27.1446241716333,27.241726887272,26.8046435015481,27.1991979972103,27.9912915696221,21.6357956084767,21.6080465203093,21.5542928101466,27.8898892749383,27.6883917240571,27.8695602397742,27.1446241716333,27.241726887272,26.8046435015481,27.1991979972103,23.1973566271387,27.8159470795899,27.0975481394159,1,3,4,0.0628838012315156,0.00207190196955411,1.20146121372477,2.68363079674962,-4.61859045245117,0.71839894017392,FALSE,FALSE
