"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF020_02","log2.LFQ.intensity.YKAF020_03","log2.LFQ.intensity.YKAF020_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF020_02","imputed.log2.LFQ.intensity.YKAF020_03","imputed.log2.LFQ.intensity.YKAF020_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF020","value_count_YKAF000","value_count_YKAF020","pvalue_YKAF020_YKAF000","log10.pvalue_YKAF020_YKAF000","difference_YKAF020_YKAF000","enriched_YKAF020_YKAF000"
"TSR1","YDL060W","TSR1",13,13,13,27,90.746,788,29.4302582430505,29.3391762511156,29.5450449709145,29.4610381674627,29.5208264552902,29.5814534308422,29.6861220756438,29.4302582430505,29.3391762511156,29.5450449709145,29.4610381674627,29.5208264552902,29.5814534308422,29.6861220756438,29.4438794081358,29.5961339872588,4,3,0.0698878550051264,1.15559828866815,0.152254579122928,FALSE
"RPS29B","YDL061C","RPS29B",4,4,4,94.6,6.7276,56,32.3498428632047,32.6279493382111,33.1864347973022,32.5772044875897,32.4295451151867,32.2069656264404,32.0540083428331,32.3498428632047,32.6279493382111,33.1864347973022,32.5772044875897,32.4295451151867,32.2069656264404,32.0540083428331,32.6853578715769,32.2301730281534,4,3,0.0843318238185477,1.07400850721747,-0.45518484342351,FALSE
"SYO1","YDL063C","SYO1",5,5,5,14,70.164,620,27.5700044833146,27.566815084347,27.6727658678956,27.3244011483451,27.5510549453797,27.7654706459933,27.4115912827347,27.5700044833146,27.566815084347,27.6727658678956,27.3244011483451,27.5510549453797,27.7654706459933,27.4115912827347,27.5334966459756,27.5760389580359,4,3,0.754330907961993,0.12243809713314,0.0425423120603305,FALSE
"UBC9","YDL064W","UBC9",8,8,8,84.1,17.911,157,29.6758642383792,30.0169082386815,30.0785190282562,29.8986506955819,30.0471324845622,30.1134662124326,30.019429157682,29.6758642383792,30.0169082386815,30.0785190282562,29.8986506955819,30.0471324845622,30.1134662124326,30.019429157682,29.9174855502247,30.0600092848922,4,3,0.208704696654266,0.680467777536941,0.142523734667517,FALSE
"PEX19","YDL065C","PEX19",8,8,8,25.4,38.706,342,27.203498413295,27.0765326514762,27.1381922592845,27.3956650028338,27.4989923270315,27.617578777017,27.3554828369973,27.203498413295,27.0765326514762,27.1381922592845,27.3956650028338,27.4989923270315,27.617578777017,27.3554828369973,27.2034720817224,27.4906846470153,4,3,0.0417380991327434,1.3794673337794,0.287212565292883,FALSE
"IDP1","YDL066W;YNL009W","IDP1",22,22,22,62.6,48.19,428,32.1293074382747,31.8965230657508,31.9164854052757,32.0246889805633,31.6298391470162,31.6554854392957,31.6194253625098,32.1293074382747,31.8965230657508,31.9164854052757,32.0246889805633,31.6298391470162,31.6554854392957,31.6194253625098,31.9917512224661,31.6349166496072,4,3,0.00583425418061582,2.23401465391944,-0.356834572858894,FALSE
"COX9","YDL067C","COX9",2,2,2,32.2,6.9631,59,NA,NA,25.8578289781772,26.3721886170033,NA,26.6211472948335,26.4783395847828,23.8599057300634,24.2634872501085,25.8578289781772,26.3721886170033,23.7135742059375,26.6211472948335,26.4783395847828,25.0883526438381,25.6043536951846,2,2,0.672777195037021,0.172128738133803,0.516001051346475,FALSE
"YET3","YDL072C","YET3",5,5,5,22.2,22.902,203,28.1582697538759,28.0345415735656,27.7338910542237,27.676536917573,27.1836662723616,27.7171191210634,27.0704035122955,28.1582697538759,28.0345415735656,27.7338910542237,27.676536917573,27.1836662723616,27.7171191210634,27.0704035122955,27.9008098248095,27.3237296352402,4,3,0.0792519111035437,1.10099025628099,-0.577080189569347,FALSE
"BRE1","YDL074C","BRE1",19,19,19,31,80.691,700,27.9684015489097,27.796745065856,28.0429129326073,27.9923725640087,27.8207378677662,28.0762268121561,27.7409830135601,27.9684015489097,27.796745065856,28.0429129326073,27.9923725640087,27.8207378677662,28.0762268121561,27.7409830135601,27.9501080278454,27.8793158978274,4,3,0.578278297834477,0.237863105997611,-0.0707921300179706,FALSE
"RPL31A","YDL075W","RPL31A",7,7,1,72.6,12.953,113,33.7811691441617,34.0006826310981,33.9180328366583,33.959819997487,33.9419218348734,33.9756211011255,34.17771534396,33.7811691441617,34.0006826310981,33.9180328366583,33.959819997487,33.9419218348734,33.9756211011255,34.17771534396,33.9149261523513,34.0317527599863,4,3,0.260824706558737,0.583651272549336,0.116826607635055,FALSE
"VAM6","YDL077C","VAM6",3,3,3,3,122.88,1049,23.932019341095,24.2661368449903,23.7049319946485,23.7314847723132,24.0582111004423,23.874927332002,23.7474513578529,23.932019341095,24.2661368449903,23.7049319946485,23.7314847723132,24.0582111004423,23.874927332002,23.7474513578529,23.9086432382618,23.8935299300991,4,3,0.927503461719149,0.0326844607935431,-0.0151133081626895,FALSE
"MDH3","YDL078C","MDH3",17,17,17,76.7,37.186,343,30.6056725425379,30.6637359949876,30.7770586202685,30.6331349529196,30.7687234101677,30.7743117500558,30.6825267284089,30.6056725425379,30.6637359949876,30.7770586202685,30.6331349529196,30.7687234101677,30.7743117500558,30.6825267284089,30.6699005276784,30.7418539628775,4,3,0.193802886937214,0.712639757875743,0.0719534351991094,FALSE
"RPP1A","YDL081C","RPP1A",3,3,3,50.9,10.908,106,31.8089677457118,31.6802226720733,31.820996479332,32.6067758409818,32.710302813442,32.9470881610422,32.7067261365782,31.8089677457118,31.6802226720733,31.820996479332,32.6067758409818,32.710302813442,32.9470881610422,32.7067261365782,31.9792406845247,32.7880390370208,4,3,0.0253595493965101,1.59585846752326,0.808798352496069,FALSE
"RPL13A","YDL082W","RPL13A",9,9,2,56.8,22.554,199,34.0880467205231,33.949681794273,34.3285077644156,34.2893267370466,34.0561745762834,34.1357575933113,34.0594017223352,34.0880467205231,33.949681794273,34.3285077644156,34.2893267370466,34.0561745762834,34.1357575933113,34.0594017223352,34.1638907540646,34.0837779639766,4,3,0.44159486318924,0.354975987139236,-0.0801127900879521,FALSE
"RPS16A","YMR143W;YDL083C","RPS16A",12,12,12,87.4,15.847,143,34.7986059386294,34.4485612279324,34.6031096360361,34.6055952800393,34.5581331880188,34.6571478497438,34.5537920190027,34.7986059386294,34.4485612279324,34.6031096360361,34.6055952800393,34.5581331880188,34.6571478497438,34.5537920190027,34.6139680206593,34.5896910189218,4,3,0.773953944352141,0.111284882093379,-0.0242770017375236,FALSE
"SUB2","YDL084W","SUB2",19,19,19,55.8,50.308,446,33.6039939112957,33.492856514489,33.5222725644864,33.5159439164656,33.4970277062288,33.744848737775,33.693639111749,33.6039939112957,33.492856514489,33.5222725644864,33.5159439164656,33.4970277062288,33.744848737775,33.693639111749,33.5337667266842,33.6451718519176,4,3,0.274968596155993,0.560716903605929,0.111405125233439,FALSE
"YDL085C-A","YDL085C-A","YDL085C-A",2,2,2,35.3,7.9491,68,24.7713770286077,24.5354025881087,24.0694818914126,24.1050958074467,23.0320416900143,23.5573066312328,NA,24.7713770286077,24.5354025881087,24.0694818914126,24.1050958074467,23.0320416900143,23.5573066312328,24.0399729998318,24.3703393288939,23.5431071070263,4,2,0.0826849493817486,1.08257353513076,-0.827232221867607,FALSE
"YDL086W","YDL086W","YDL086W",7,7,7,46.5,30.837,273,28.0091320365948,28.6221602639735,28.4273836318063,28.1825774994541,28.4809682105708,28.3621883802839,28.4539146994514,28.0091320365948,28.6221602639735,28.4273836318063,28.1825774994541,28.4809682105708,28.3621883802839,28.4539146994514,28.3103133579572,28.4323570967687,4,3,0.438788263737175,0.357744997009695,0.122043738811559,FALSE
"ASM4","YDL088C","ASM4",6,6,6,17,58.792,528,26.6169481212833,26.51861846142,26.4937346584548,26.107312711615,26.5363515735341,26.6183492042727,27.006138226794,26.6169481212833,26.51861846142,26.4937346584548,26.107312711615,26.5363515735341,26.6183492042727,27.006138226794,26.4341534881933,26.7202796682003,4,3,0.191206750689455,0.718496778715649,0.286126180007027,FALSE
"NUR1","YDL089W","NUR1",3,3,3,8.5,56.886,484,NA,NA,24.9006269391652,24.7378926267142,NA,24.727595195463,24.821626080712,23.6267013130268,23.6370603502099,24.9006269391652,24.7378926267142,24.274092199339,24.727595195463,24.821626080712,24.225570307279,24.6077711585047,2,2,0.372405089776119,0.428984392012454,0.382200851225637,FALSE
"RAM1","YDL090C","RAM1",7,7,7,21.1,48.189,431,26.2090512606413,26.0817423383536,26.4523208083854,26.0188616717613,25.9998524313387,26.2555510412486,26.4219301100084,26.2090512606413,26.0817423383536,26.4523208083854,26.0188616717613,25.9998524313387,26.2555510412486,26.4219301100084,26.1904940197854,26.2257778608652,4,3,0.831468316838575,0.0801542949523783,0.0352838410797887,FALSE
"UBX3","YDL091C","UBX3",2,2,2,6.2,52.943,455,26.6003117584121,26.2907383000675,26.5778752583337,26.3346999246289,26.290158237357,NA,NA,26.6003117584121,26.2907383000675,26.5778752583337,26.3346999246289,26.290158237357,23.5655275657217,23.871406183372,26.4509063103606,24.5756973288169,4,1,0.160420967240055,0.794738869458649,-1.87520898154366,FALSE
"SRP14","YDL092W","SRP14",6,6,6,58.2,16.43,146,27.2080652349645,27.5651450881395,27.71168178061,28.0679958182819,27.9179795045762,27.6282579588618,27.9612975108784,27.2080652349645,27.5651450881395,27.71168178061,28.0679958182819,27.9179795045762,27.6282579588618,27.9612975108784,27.638221980499,27.8358449914388,4,3,0.386036940038453,0.413371135516682,0.197623010939832,FALSE
"PMT1","YDL095W","PMT1",7,7,7,13.1,92.674,817,29.0573952862684,28.8109986584675,28.9162718361493,29.2484609954957,28.7520985873748,28.5972953115342,28.7162688417446,29.0573952862684,28.8109986584675,28.9162718361493,29.2484609954957,28.7520985873748,28.5972953115342,28.7162688417446,29.0082816940952,28.6885542468845,4,3,0.0357595354227458,1.44660813206428,-0.319727447210663,FALSE
"RPN6","YDL097C","RPN6",21,21,21,70.5,49.773,434,31.0353153440539,31.1549669840358,31.10948636152,31.1905467429229,31.3030729813675,31.0741862247708,31.1630297791584,31.0353153440539,31.1549669840358,31.10948636152,31.1905467429229,31.3030729813675,31.0741862247708,31.1630297791584,31.1225788581332,31.1800963284322,4,3,0.496497740988413,0.30408272315752,0.0575174702990751,FALSE
"SNU23","YDL098C","SNU23",4,4,4,26.3,22.678,194,25.6047574889175,25.6074691632142,25.4464167296872,25.5375961703396,25.8522191638882,25.5854597888315,25.5499247034459,25.6047574889175,25.6074691632142,25.4464167296872,25.5375961703396,25.8522191638882,25.5854597888315,25.5499247034459,25.5490598880396,25.6625345520552,4,3,0.3594784507655,0.444327138644477,0.11347466401557,FALSE
"GET3","YDL100C","GET3",14,14,14,58.8,39.353,354,31.943774065235,31.9034713153696,32.0180697354361,31.9972539639942,32.1866856815388,31.9829474690117,31.7136658360682,31.943774065235,31.9034713153696,32.0180697354361,31.9972539639942,32.1866856815388,31.9829474690117,31.7136658360682,31.9656422700087,31.9610996622062,4,3,0.976789664254339,0.0101989444573749,-0.00454260780248816,FALSE
"POL3","YDL102W","POL3",9,9,9,7.7,124.62,1097,26.1191185973879,26.2728071656253,26.3093517251402,26.4427203044088,26.1454601615869,26.240708368757,25.9585235109257,26.1191185973879,26.2728071656253,26.3093517251402,26.4427203044088,26.1454601615869,26.240708368757,25.9585235109257,26.2859994481405,26.1148973470899,4,3,0.178758752599869,0.747732684560367,-0.171102101050646,FALSE
"QRI1","YDL103C","QRI1",28,28,28,78.6,53.475,477,31.4997622231742,31.6183316991306,31.5697329342269,31.6008522778285,31.3562597608371,31.3383581889762,31.5414860146205,31.4997622231742,31.6183316991306,31.5697329342269,31.6008522778285,31.3562597608371,31.3383581889762,31.5414860146205,31.5721697835901,31.4120346548113,4,3,0.11760905476091,0.929559240493599,-0.16013512877878,FALSE
"PHO2","YDL106C","PHO2",5,5,5,9.3,63.39,559,27.2118753757779,NA,27.1679655151009,27.3134575527802,27.2800311724226,27.1391686365828,27.2214030345017,27.2118753757779,24.5794498594408,27.1679655151009,27.3134575527802,27.2800311724226,27.1391686365828,27.2214030345017,26.5681870757749,27.213534281169,3,3,0.402834310815497,0.394873546154078,0.645347205394092,FALSE
"TMA17","YDL110C","TMA17",2,2,2,22.7,16.771,150,26.8312275957016,27.347986112574,27.0360100723526,27.2126176460577,26.6570370819568,26.846372246576,26.5659295010208,26.8312275957016,27.347986112574,27.0360100723526,27.2126176460577,26.6570370819568,26.846372246576,26.5659295010208,27.1069603566715,26.6897796098512,4,3,0.030483271366308,1.51593842774915,-0.417180746820328,FALSE
"RRP42","YDL111C","RRP42",4,4,4,16.2,29.055,265,27.931230398043,27.9324136508914,27.8020565909068,27.6699310977804,28.082432836852,28.0676368815174,27.6691201393325,27.931230398043,27.9324136508914,27.8020565909068,27.6699310977804,28.082432836852,28.0676368815174,27.6691201393325,27.8339079344054,27.9397299525673,4,3,0.531489479534847,0.274505327613276,0.105822018161888,FALSE
"TRM3","YDL112W","TRM3",40,40,40,30.2,165.05,1436,30.0319680984114,30.2048979558858,30.0536200170381,29.9044047965027,29.9627872999349,29.9797829539322,29.992939761984,30.0319680984114,30.2048979558858,30.0536200170381,29.9044047965027,29.9627872999349,29.9797829539322,29.992939761984,30.0487227169595,29.978503338617,4,3,0.338242709136523,0.470771555900782,-0.0702193783424754,FALSE
"NUP84","YDL116W","NUP84",6,6,6,9.8,83.634,726,27.2614994182942,27.4034875988943,27.4310158668094,27.633048317577,27.421737538841,27.5498806501196,27.5481909243534,27.2614994182942,27.4034875988943,27.4310158668094,27.633048317577,27.421737538841,27.5498806501196,27.5481909243534,27.4322628003937,27.5066030377713,4,3,0.438564631971637,0.357966394908602,0.0743402373776227,FALSE
"CYK3","YDL117W","CYK3",5,5,5,7.5,100.62,885,25.8741299908125,26.2639005657021,26.2862499236099,26.1069135209424,25.743630326226,NA,NA,25.8741299908125,26.2639005657021,26.2862499236099,26.1069135209424,25.743630326226,23.6313824803044,23.9734816291637,26.1327985002667,24.4494981452314,4,1,0.120883130478846,0.917634301712673,-1.68330035503536,FALSE
"YDL121C","YDL121C","YDL121C",5,5,5,38.3,16.947,149,27.8123153074347,27.6376155639423,27.3213074480012,27.1898990419366,26.8046435015481,26.9282962550523,26.7480402809124,27.8123153074347,27.6376155639423,27.3213074480012,27.1898990419366,26.8046435015481,26.9282962550523,26.7480402809124,27.4902843403287,26.8269933458376,4,3,0.0136680813465435,1.86429244513155,-0.663290994491067,FALSE
"UBP1","YDL122W","UBP1",8,8,8,11.4,92.768,809,27.5352690869559,27.0860829211289,26.7834425139948,26.8531715164541,26.7276730898563,26.8289300212856,26.7014725143048,27.5352690869559,27.0860829211289,26.7834425139948,26.8531715164541,26.7276730898563,26.8289300212856,26.7014725143048,27.0644915096334,26.7526918751489,4,3,0.162638607644354,0.78877635236659,-0.311799634484494,FALSE
"YDL124W","YDL124W","YDL124W",20,20,20,84.9,35.56,312,31.9078462732347,31.915167891726,31.8440462896453,31.8762806303677,31.1527327280376,30.9962439797925,31.0007497784785,31.9078462732347,31.915167891726,31.8440462896453,31.8762806303677,31.1527327280376,30.9962439797925,31.0007497784785,31.8858352712434,31.0499088287695,4,3,0.00181585765039276,2.74091819990747,-0.83592644247388,FALSE
"HNT1","YDL125C","HNT1",6,6,6,56.3,17.679,158,31.2869747293944,31.2358628437923,31.0472625215212,31.1792587778835,31.170152440124,30.8974971162774,31.1472229008088,31.2869747293944,31.2358628437923,31.0472625215212,31.1792587778835,31.170152440124,30.8974971162774,31.1472229008088,31.1873397181478,31.0716241524034,4,3,0.32851303681365,0.483447391084761,-0.115715565744438,FALSE
"CDC48","YDL126C","CDC48",28,28,28,52.6,91.995,835,33.4713332239051,33.4826759833909,33.5236751685417,33.5835171800476,33.5882168810715,33.5161788065737,33.6543761004937,33.4713332239051,33.4826759833909,33.5236751685417,33.5835171800476,33.5882168810715,33.5161788065737,33.6543761004937,33.5153003889713,33.586257262713,4,3,0.216453281841547,0.664635825074344,0.0709568737416504,FALSE
"RPP1B","YDL130W","RPP1B",2,2,2,47.2,10.667,106,31.1944855635574,30.6222650133019,31.251635740454,31.6805161200479,31.7639443735631,31.5112616327829,31.2853219051386,31.1944855635574,30.6222650133019,31.251635740454,31.6805161200479,31.7639443735631,31.5112616327829,31.2853219051386,31.1872256093403,31.5201759704949,4,3,0.255388375563103,0.592798874275783,0.332950361154584,FALSE
"LYS21","YDL131W","LYS21",17,7,7,63,48.594,440,29.1939218548258,29.0634769619945,29.0218927451962,29.2044782356467,29.3120945704629,29.0522730111204,29.3453657195134,29.1939218548258,29.0634769619945,29.0218927451962,29.2044782356467,29.3120945704629,29.0522730111204,29.3453657195134,29.1209424494158,29.2365777670323,4,3,0.345421829312089,0.46165022018426,0.115635317616469,FALSE
"CDC53","YDL132W","CDC53",20,20,20,32.1,93.943,815,29.1690414662738,29.2568965136391,29.0247220006025,29.2947177394646,29.2571888416692,29.1678698361513,29.3661550999699,29.1690414662738,29.2568965136391,29.0247220006025,29.2947177394646,29.2571888416692,29.1678698361513,29.3661550999699,29.186344429995,29.2637379259301,4,3,0.394712120354929,0.40371953759626,0.077393495935123,FALSE
"RDI1","YDL135C","RDI1",3,3,3,23.3,23.138,202,27.4800051940202,27.0915407903403,27.238541626465,26.9628975935048,26.5764342923321,26.5656390274577,26.4226840996834,27.4800051940202,27.0915407903403,27.238541626465,26.9628975935048,26.5764342923321,26.5656390274577,26.4226840996834,27.1932463010826,26.521585806491,4,3,0.00495960707612035,2.30455272904049,-0.671660494591539,FALSE
"RPL35A","YDL191W;YDL136W","RPL35A",9,9,9,64.2,13.909,120,34.932448851883,34.6885417954896,34.771510447296,34.7851705332768,34.687029946247,34.8966313260688,34.9446294818778,34.932448851883,34.6885417954896,34.771510447296,34.7851705332768,34.687029946247,34.8966313260688,34.9446294818778,34.7944179069863,34.8427635847312,4,3,0.636984304031034,0.195871269009539,0.0483456777448765,FALSE
"ARF2","YDL137W","ARF2",5,5,1,52.5,20.657,181,30.6240097166719,30.5674680352706,30.0987357898503,30.4947648415409,30.5881721941462,30.3867930299121,30.4858696206802,30.6240097166719,30.5674680352706,30.0987357898503,30.4947648415409,30.5881721941462,30.3867930299121,30.4858696206802,30.4462445958334,30.4869449482462,4,3,0.772834878794277,0.11191328601535,0.0407003524127241,FALSE
"RPO21","YDL140C","RPO21",45,45,45,38.9,191.61,1733,32.0594661916819,32.0875251987886,32.1494051290178,32.2510431246064,32.1364453369282,32.2589247240472,32.2561429336881,32.0594661916819,32.0875251987886,32.1494051290178,32.2510431246064,32.1364453369282,32.2589247240472,32.2561429336881,32.1368599110237,32.2171709982211,4,3,0.229994664179893,0.638282239391579,0.0803110871974795,FALSE
"BPL1","YDL141W","BPL1",13,13,13,30,76.362,690,28.9706521152055,29.0417908523547,29.0300218156334,28.8573603482414,28.8495074703382,28.9322728383354,28.7464393852102,28.9706521152055,29.0417908523547,29.0300218156334,28.8573603482414,28.8495074703382,28.9322728383354,28.7464393852102,28.9749562828588,28.8427398979613,4,3,0.122210903324235,0.912890045793054,-0.132216384897479,FALSE
"CCT4","YDL143W","CCT4",17,17,17,47,57.603,528,32.0421171284582,32.024094490588,31.9187259743761,31.8997673466062,31.6625481027501,31.8823067053716,31.8388348178552,32.0421171284582,32.024094490588,31.9187259743761,31.8997673466062,31.6625481027501,31.8823067053716,31.8388348178552,31.9711762350071,31.794563208659,4,3,0.0994066752198672,1.00258445147978,-0.176613026348154,FALSE
"YDL144C","YDL144C","YDL144C",5,5,5,22.2,39.782,356,27.7891764054099,27.788803149824,28.0546035727832,27.8037201372936,27.4152231426058,27.4093268357681,27.5327450752289,27.7891764054099,27.788803149824,28.0546035727832,27.8037201372936,27.4152231426058,27.4093268357681,27.5327450752289,27.8590758163277,27.4524316845343,4,3,0.00383229648739304,2.41654089889993,-0.406644131793399,FALSE
"COP1","YDL145C","COP1",35,35,35,47.7,135.61,1201,31.9933785121899,32.0094524337625,32.0758762915423,32.0100863434608,32.0596595824383,31.9731935010337,32.1428180927182,31.9933785121899,32.0094524337625,32.0758762915423,32.0100863434608,32.0596595824383,31.9731935010337,32.1428180927182,32.0221983952389,32.0585570587301,4,3,0.544463479675186,0.26403124558215,0.0363586634912139,FALSE
"RPN5","YDL147W","RPN5",19,19,19,49.9,51.768,445,31.0859436776803,30.9416770227985,31.0418561134788,31.1039335681648,30.7952128276047,31.0060445700587,31.0413339418074,31.0859436776803,30.9416770227985,31.0418561134788,31.1039335681648,30.7952128276047,31.0060445700587,31.0413339418074,31.0433525955306,30.9475304464903,4,3,0.344185279146081,0.463207708448733,-0.0958221490403446,FALSE
"NOP14","YDL148C","NOP14",17,17,17,26.2,94.301,810,28.9241387518368,28.5634367887166,28.6082661602284,28.5298444372318,28.9889376063921,29.000937774519,29.0641968183988,28.9241387518368,28.5634367887166,28.6082661602284,28.5298444372318,28.9889376063921,29.000937774519,29.0641968183988,28.6564215345034,29.0180240664366,4,3,0.0246336932510686,1.60847047089272,0.361602531933233,FALSE
"RPC53","YDL150W","RPC53",9,9,9,32.7,46.667,422,27.7782499198333,27.8930761440073,27.9709263344839,27.8335215169161,27.4610772103985,27.9070726564202,27.7220799812184,27.7782499198333,27.8930761440073,27.9709263344839,27.8335215169161,27.4610772103985,27.9070726564202,27.7220799812184,27.8689434788101,27.696743282679,4,3,0.313394644491777,0.50390842933374,-0.172200196131108,FALSE
"SAS10","YDL153C","SAS10",11,11,11,23,70.259,610,28.3704435719581,27.9589769990532,27.7045099071555,27.8506702488836,28.0478085487935,28.1914059699137,28.1775965498523,28.3704435719581,27.9589769990532,27.7045099071555,27.8506702488836,28.0478085487935,28.1914059699137,28.1775965498523,27.9711501817626,28.1389370228532,4,3,0.33277536754862,0.477848828215539,0.167786841090578,FALSE
"CMR1","YDL156W","CMR1",5,5,5,10.5,59.155,522,NA,NA,25.9386294846897,25.5112012992667,24.9802842946327,24.8423012312271,25.4993573660519,23.4994837644559,24.0341116398567,25.9386294846897,25.5112012992667,24.9802842946327,24.8423012312271,25.4993573660519,24.7458565470672,25.1073142973039,2,3,0.591314322323943,0.228181601753597,0.361457750236678,FALSE
"DHH1","YDL160C","DHH1",16,16,16,41.1,57.543,506,30.8881625302188,30.7362642934692,31.002293306289,30.7482322690743,30.8849647765647,31.0508988058429,31.1181161714664,30.8881625302188,30.7362642934692,31.002293306289,30.7482322690743,30.8849647765647,31.0508988058429,31.1181161714664,30.8437380997628,31.0179932512913,4,3,0.127264132418235,0.895293978810793,0.174255151528516,FALSE
"ENT1","YDL161W","ENT1",6,6,5,18.9,52.351,454,26.1544117624315,25.993668689011,26.1070532502425,26.438411668294,26.0200918259408,26.6168079381183,26.2346369251039,26.1544117624315,25.993668689011,26.1070532502425,26.438411668294,26.0200918259408,26.6168079381183,26.2346369251039,26.1733863424947,26.290512229721,4,3,0.594611842080368,0.225766445788758,0.117125887226287,FALSE
"CDC9","YDL164C","CDC9",11,11,11,17.9,84.827,755,26.7942679103008,26.3825158499409,26.6256129824104,26.7097771457223,26.4169631931207,26.5745155748,26.5432868742612,26.7942679103008,26.3825158499409,26.6256129824104,26.7097771457223,26.4169631931207,26.5745155748,26.5432868742612,26.6280434720936,26.511588547394,4,3,0.307123701436246,0.512686666768321,-0.11645492469961,FALSE
"CDC36","YDL165W","CDC36",2,2,2,12,22.362,191,25.6680110917256,26.1976617003357,25.819946532731,26.1959173326753,NA,NA,NA,25.6680110917256,26.1976617003357,25.819946532731,26.1959173326753,23.9783827399285,23.6446144114283,23.0749704022059,25.9703841643669,23.5659891845209,4,0,0.00373118610042715,2.42815308910633,-2.40439497984598,TRUE
"FAP7","YDL166C","FAP7",3,3,3,22.3,22.723,197,NA,26.8330388891484,NA,28.2012563173324,NA,NA,NA,24.1804148902251,26.8330388891484,24.3028846673486,28.2012563173324,24.1661576577385,24.1197429996575,22.8515077481548,25.8793986910136,23.7124694685169,2,0,0.113759339241327,0.944012939158956,-2.16692922249674,FALSE
"NRP1","YDL167C","NRP1",3,3,3,6.1,79.298,719,25.8079872864998,25.561391439724,25.9150410620817,25.8499070948123,NA,NA,25.640748903045,25.8079872864998,25.561391439724,25.9150410620817,25.8499070948123,23.9265693854898,23.9557854923962,25.640748903045,25.7835817207795,24.5077012603104,4,1,0.150795209182419,0.821612455937663,-1.27588046046911,FALSE
"SFA1","YDL168W","SFA1",14,14,14,50.5,41.042,386,30.9149184970006,31.1068686050789,31.2064125964878,30.7030580388248,30.6233993104683,30.8870005306265,30.454150100579,30.9149184970006,31.1068686050789,31.2064125964878,30.7030580388248,30.6233993104683,30.8870005306265,30.454150100579,30.982814434348,30.6548499805579,4,3,0.114606624265687,0.940790279411466,-0.327964453790138,FALSE
"GLT1","YDL171C","GLT1",60,60,60,40,238.1,2145,32.8986867300765,32.7710282713422,32.8258747823112,32.6996081209933,32.5747934419078,32.6066655490982,32.6263399640538,32.8986867300765,32.7710282713422,32.8258747823112,32.6996081209933,32.5747934419078,32.6066655490982,32.6263399640538,32.7987994761808,32.6025996516866,4,3,0.0138868757142907,1.85739545135857,-0.196199824494201,FALSE
"PAR32","YDL173W","PAR32",5,5,5,21,31.886,295,27.3702772670541,27.582117741886,27.703322123585,27.5074103155131,27.0828388581143,27.5060485686509,27.1599062813056,27.3702772670541,27.582117741886,27.703322123585,27.5074103155131,27.0828388581143,27.5060485686509,27.1599062813056,27.5407818620096,27.2495979026902,4,3,0.139022820875447,0.856913903582014,-0.291183959319305,FALSE
"DLD1","YDL174C","DLD1",10,10,10,26.2,65.292,587,27.8566778932254,28.051547178979,27.7749243627593,27.5274600631064,27.6506835431547,27.5689179801573,27.5328193739307,27.8566778932254,28.051547178979,27.7749243627593,27.5274600631064,27.6506835431547,27.5689179801573,27.5328193739307,27.8026523745175,27.5841402990809,4,3,0.135758186966053,0.867233970601225,-0.21851207543661,FALSE
"DLD2","YDL178W","DLD2",14,13,13,37.5,59.268,530,29.7179852365389,29.9682916753297,29.954213797033,29.9105649654131,29.6540004386788,29.5325593117324,29.6597952238288,29.7179852365389,29.9682916753297,29.954213797033,29.9105649654131,29.6540004386788,29.5325593117324,29.6597952238288,29.8877639185787,29.61545165808,4,3,0.0127010483199802,1.89616043173749,-0.272312260498666,FALSE
"LYS20","YDL182W","LYS20",17,17,7,65.7,47.098,428,32.302147007134,32.2613929316519,32.313949424557,32.0829340028208,31.9297005920476,31.9519929845246,32.288433150743,32.302147007134,32.2613929316519,32.313949424557,32.0829340028208,31.9297005920476,31.9519929845246,32.288433150743,32.2401058415409,32.0567089091051,4,3,0.25110822376163,0.600139063966441,-0.183396932435798,FALSE
"VMA1","YDL185W","VMA1",49,49,49,74,118.64,1071,34.813829498424,34.8853557914943,34.9942050250588,34.9513330221739,34.9531124931258,35.0333391109502,35.0060863818525,34.813829498424,34.8853557914943,34.9942050250588,34.9513330221739,34.9531124931258,35.0333391109502,35.0060863818525,34.9111808342878,34.9975126619762,4,3,0.123411168685911,0.908645534961042,0.0863318276883973,FALSE
"PPH22","YDL188C;YDL134C","PPH22",5,5,5,20.4,43.046,377,27.4721228617993,27.7784379298734,27.4115104708013,27.4818536184126,27.3297992118114,27.1924410705973,27.2184497171123,27.4721228617993,27.7784379298734,27.4115104708013,27.4818536184126,27.3297992118114,27.1924410705973,27.2184497171123,27.5359812202217,27.246896666507,4,3,0.03166125454439,1.49947188066408,-0.289084553714648,FALSE
